"B1","B2","B3","Bp/Bt","Points:0","Points:1","Points:2","arc_length","p_1","p_2","psi","rho_1","rho_2","v1_1","v1_2","v2_1","v2_2","v3_1","v3_2","vtkValidPointMask"
0.030555,0.0119,0.094461,0.011382,-0.877,0,0,0.123,0.34622,0.40382,-2.7589e-05,0.54451,0.54578,-0.07449,-0.07266,0.0989,0.10041,-0.0013987,-0.00068766,1
0.029902,0.010996,0.094452,0.010746,-0.876,0,0,0.124,0.34593,0.40351,2.125e-05,0.54406,0.54545,-0.074303,-0.072455,0.10182,0.10339,-0.0013015,-0.00068949,1
0.029902,0.010996,0.094452,0.010746,-0.875,0,0,0.125,0.34593,0.40351,2.125e-05,0.54406,0.54545,-0.074303,-0.072455,0.10182,0.10339,-0.0013015,-0.00068949,1
0.029373,0.010205,0.094433,0.010239,-0.874,0,0,0.126,0.3456,0.40318,4.536e-06,0.54387,0.54515,-0.073953,-0.07216,0.10484,0.10639,-0.0012009,-0.00064617,1
0.028828,0.0095385,0.094412,0.0097659,-0.873,0,0,0.127,0.34527,0.40285,-9.2135e-09,0.54371,0.54485,-0.073644,-0.071884,0.10796,0.10943,-0.0011313,-0.00057137,1
0.028828,0.0095385,0.094412,0.0097659,-0.872,0,0,0.128,0.34527,0.40285,-9.2135e-09,0.54371,0.54485,-0.073644,-0.071884,0.10796,0.10943,-0.0011313,-0.00057137,1
0.028276,0.0088109,0.094422,0.0092896,-0.871,0,0,0.129,0.34493,0.40251,5.7293e-07,0.54346,0.54454,-0.073349,-0.071617,0.11104,0.11248,-0.0010961,-0.00052225,1
0.028276,0.0088109,0.094422,0.0092896,-0.87,0,0,0.13,0.34493,0.40251,5.7293e-07,0.54346,0.54454,-0.073349,-0.071617,0.11104,0.11248,-0.0010961,-0.00052225,1
0.027724,0.0080425,0.094434,0.008824,-0.869,0,0,0.131,0.34459,0.40216,4.1891e-06,0.54314,0.54421,-0.073066,-0.071358,0.11411,0.11554,-0.0010976,-0.00050025,1
0.027724,0.0080425,0.094434,0.008824,-0.868,0,0,0.132,0.34459,0.40216,4.1891e-06,0.54314,0.54421,-0.073066,-0.071358,0.11411,0.11554,-0.0010976,-0.00050025,1
0.027178,0.0072537,0.094418,0.0083802,-0.867,0,0,0.133,0.34425,0.40181,8.7458e-06,0.5428,0.54388,-0.072792,-0.071103,0.11718,0.11861,-0.0011378,-0.00050682,1
0.027178,0.0072537,0.094418,0.0083802,-0.866,0,0,0.134,0.34425,0.40181,8.7458e-06,0.5428,0.54388,-0.072792,-0.071103,0.11718,0.11861,-0.0011378,-0.00050682,1
